county_geoid,csa_code,cbsa_code,urban_area_code,total_housing_units_2015,owner_occupied_2015,renter_occupied_2015,median_home_value_2015,median_gross_rent_2015,median_year_built_2015,median_rooms_2015,avg_household_size_2015,state_2015,total_housing_units_2016,owner_occupied_2016,renter_occupied_2016,median_home_value_2016,median_gross_rent_2016,median_year_built_2016,median_rooms_2016,avg_household_size_2016,state_2016,total_housing_units_2017,owner_occupied_2017,renter_occupied_2017,median_home_value_2017,median_gross_rent_2017,median_year_built_2017,median_rooms_2017,avg_household_size_2017,state_2017,total_housing_units_2018,owner_occupied_2018,renter_occupied_2018,median_home_value_2018,median_gross_rent_2018,median_year_built_2018,median_rooms_2018,avg_household_size_2018,state_2018,total_housing_units_2019,owner_occupied_2019,renter_occupied_2019,median_home_value_2019,median_gross_rent_2019,median_year_built_2019,median_rooms_2019,avg_household_size_2019,state_2019,total_housing_units_2020,owner_occupied_2020,renter_occupied_2020,median_home_value_2020,median_gross_rent_2020,median_year_built_2020,median_rooms_2020,avg_household_size_2020,total_housing_units_2021,owner_occupied_2021,renter_occupied_2021,median_home_value_2021,median_gross_rent_2021,median_year_built_2021,median_rooms_2021,avg_household_size_2021,total_housing_units_2022,owner_occupied_2022,renter_occupied_2022,median_home_value_2022,median_gross_rent_2022,median_year_built_2022,median_rooms_2022,avg_household_size_2022,total_housing_units_2023,owner_occupied_2023,renter_occupied_2023,median_home_value_2023,median_gross_rent_2023,median_year_built_2023,median_rooms_2023,avg_household_size_2023,county_name,state_abbr,state_name,state_fips,census_region,census_division,urban_rural,urban_area_name,land_area_sq_km,water_area_sq_km,zcta5_count
1081,1746.0,12220.0,23132.0,62605.0,32041.0,23155.0,-665601466.0,-1333327823.0,-666650744.0,-666666622.3,-666666646.52,9.0,63348.0,32220.0,23552.0,-665582466.0,-1333327766.0,-666650743.0,-666666622.3000001,-666666646.53,9.0,64725.0,33132.0,23704.0,-665582766.0,-1333327556.0,-666650746.0,-666666621.7,-666666645.96,9.0,65929.0,34056.0,23184.0,-1332277332.0,-1333327385.0,-666650736.0,-666666620.6,-666666645.25,9.0,66463.0,35256.0,22768.0,-665451366.0,-1333327295.0,-666650737.0,-666666620.2,-666666645.24,9.0,67574.0,36794.0,21604.0,-665376066.0,-1333327326.0,-666650717.0,-666666619.7,-666666644.89,71190.0,39003.0,21926.0,-665335066.0,-1333327278.0,-666650706.0,-666666617.5,-666666643.87,72698.0,40528.0,22010.0,-1331929332.0,-1333326911.0,-666650700.0,-666666619.9,-666666644.76,74576.0,42395.0,22839.0,-1331810532.0,-666659236.0,-666650692.0,-666666620.5,-666666646.22,Lee,AL,Alabama,1,3,6,Mixed,"Columbus, GA--AL",1628.371635,15.206306,9
1083,3190.0,26620.0,22690.0,35553.0,24381.0,8100.0,-665389366.0,-1333327309.0,21778.0,-666666603.6,27.6,11.0,35939.0,24447.0,8061.0,-1332161532.0,-1333327350.0,21793.0,-666666602.9,28.43,11.0,36175.0,25021.0,7595.0,-1331819632.0,-1333327410.0,21798.0,-666666604.1,28.2,11.0,36448.0,25090.0,7274.0,-665013766.0,-1333326948.0,17907.0,-666666603.8,29.06,11.0,36503.0,24821.0,7476.0,-664890066.0,-1333326621.0,-666648756.0,-666666603.6,31.0,11.0,36975.0,25311.0,7727.0,-664959566.0,-1333325822.0,-666648736.0,-666666602.9,33.85,41836.0,29238.0,8557.0,-664949366.0,-1333326233.0,-666648749.0,-666666603.8,-666666639.3199999,43051.0,29738.0,8974.0,-1331624932.0,-1999992601.0,-666646799.0,-666666602.6999999,-666666639.29,43857.0,30987.0,9179.0,-664221266.0,-1999991879.0,-666646806.0,-666666601.2,-666666639.02,Limestone,AL,Alabama,1,3,6,Mixed,"Decatur, AL",1528.300399,116.021113,11
1085,2328.0,33860.0,0.0,6469.0,4053.0,1401.0,536400.0,-666663643.0,11906.0,35.6,14.89,6.0,6547.0,4026.0,1420.0,546700.0,-666663648.0,11914.0,35.7,14.829999999999998,6.0,6492.0,4002.0,1373.0,-666273566.0,-666663272.0,11915.0,35.1,14.19,6.0,6612.0,3984.0,1324.0,580700.0,-1333330319.0,11924.0,35.3,14.25,6.0,6548.0,3963.0,1334.0,598500.0,-1333330554.0,11920.0,34.5,13.98,6.0,6702.0,4121.0,1290.0,544300.0,-1999997521.0,11927.0,35.3,13.99,5978.0,3768.0,1055.0,602000.0,-1333330302.0,11926.0,35.2,14.98,5895.0,3829.0,1074.0,-666057266.0,-1333329868.0,11924.0,35.0,14.58,5848.0,3889.0,1148.0,-666106566.0,-1333330256.0,11933.0,35.8,14.629999999999999,Lowndes,AL,Alabama,1,3,6,Rural,,1833.63681,28.73132,6
1087,1164.0,12220.0,89164.0,9942.0,4961.0,2827.0,453800.0,-1333330905.0,11864.0,34.9,13.780000000000001,6.0,9910.0,4989.0,2669.0,459400.0,-1333330923.0,11867.0,34.9,13.42,6.0,10007.0,4871.0,2723.0,462200.0,-1333330922.0,11874.0,34.9,12.99,6.0,10055.0,4876.0,2592.0,467200.0,-1333330846.0,11888.0,35.5,14.200000000000001,6.0,9967.0,4709.0,2534.0,494500.0,-1333330709.0,11876.0,35.4,13.63,6.0,9922.0,4775.0,2566.0,-666211466.0,-1333330674.0,11882.0,36.3,13.79,9442.0,4628.0,2395.0,-1332998132.0,-1333330544.0,11900.0,36.9,16.7,9417.0,4330.0,2684.0,-1332954832.0,-1333330425.0,11878.0,-666666634.8,13.969999999999999,9205.0,4386.0,2487.0,-666246967.0,-1333330185.0,11890.0,36.5,14.17,Macon,AL,Alabama,1,3,6,Mixed,"Tuskegee, AL",1173.016624,10.274182,6
1089,6380.0,26620.0,530140.0,153173.0,93966.0,44171.0,-1329888132.0,-666648807.0,-666624929.0,-666666534.9,-666666613.05,22.0,155056.0,95573.0,44673.0,-1329857732.0,-666648714.0,-666624922.0,-666666533.4,-666666613.1899999,22.0,157342.0,96417.0,46184.0,-1329835332.0,-666648232.0,-666624919.0,-666666534.1,-666666613.87,22.0,159624.0,98079.0,47544.0,-1329733932.0,-666647691.0,-666624912.0,-666666533.7,-666666614.36,22.0,161801.0,99619.0,48993.0,-1329646632.0,-666646364.0,-666624900.0,-666666533.9,-666666614.72,22.0,164035.0,102929.0,48939.0,-1329513832.0,-666646399.0,-666624908.0,-666666533.5999999,-666666614.83,168420.0,106194.0,50845.0,-1329289232.0,-666645390.0,-666624886.0,-666666533.9,-666666614.7800001,171462.0,109220.0,50726.0,-1328559232.0,-666643109.0,-666624866.0,-666666533.4000001,-666666615.0300001,174842.0,112199.0,50589.0,-1328123932.0,-666641362.0,-666624846.0,-666666533.0,-666666614.79,Madison,AL,Alabama,1,3,6,Mixed,"Huntsville, AL",2099.212838,26.647407,22
1091,0.0,0.0,0.0,9939.0,5636.0,2422.0,706100.0,-1999997384.0,17796.0,52.9,22.41,9.0,9745.0,5398.0,2389.0,-666054766.0,-2666664092.0,17799.0,53.0,23.14,9.0,9880.0,5471.0,2204.0,812100.0,-2666663890.0,17804.0,52.5,23.580000000000002,9.0,9870.0,5296.0,2131.0,-666000066.0,-2666663603.0,17812.0,52.5,24.17,9.0,9805.0,5019.0,2003.0,-665880966.0,-1333329013.0,17810.0,52.5,25.939999999999998,9.0,9911.0,5156.0,2155.0,-666024766.0,-3333331203.0,17830.0,53.2,24.49,9430.0,5050.0,2032.0,-1332696132.0,-1999995047.0,-666648844.0,-666666613.9,-666666637.87,9387.0,4892.0,2282.0,-1999332598.0,-1999994850.0,-666648837.0,-666666612.9,-666666640.07,9478.0,5134.0,2348.0,-1332553132.0,-2666661812.0,-666648821.0,-666666612.3,-666666640.03,Marengo,AL,Alabama,1,3,6,Rural,,2283.869887,16.793013000000002,10
1093,0.0,0.0,0.0,14417.0,9091.0,3225.0,469100.0,3151.0,13852.0,39.8,16.78,7.0,14276.0,9056.0,3000.0,593500.0,3197.0,13853.0,40.2,17.0,7.0,14306.0,8853.0,3119.0,-666149666.0,3383.0,13864.0,40.0,17.310000000000002,7.0,14221.0,8671.0,3051.0,583400.0,3380.0,13863.0,40.1,17.57,7.0,14014.0,8453.0,3011.0,624900.0,3445.0,13861.0,40.2,17.48,7.0,14138.0,8400.0,2935.0,604000.0,-666663490.0,13856.0,40.4,17.45,13736.0,7965.0,2903.0,609500.0,3635.0,13857.0,40.5,18.43,13516.0,7772.0,2888.0,739900.0,3743.0,13852.0,40.5,18.259999999999998,13420.0,7730.0,2646.0,751100.0,3780.0,13850.0,40.1,18.64,Marion,AL,Alabama,1,3,6,Rural,,1841.0348,1.668506,7
1095,2320.0,10700.0,3827.0,40541.0,24562.0,9872.0,931600.0,4825.0,15859.0,46.6,21.59,8.0,40537.0,24505.0,10188.0,933900.0,4755.0,15859.0,47.2,21.7,8.0,40552.0,24606.0,10196.0,1025500.0,4781.0,15866.0,47.6,21.73,8.0,40418.0,24601.0,10478.0,1034400.0,4853.0,15872.0,47.6,21.54,8.0,40508.0,24265.0,10634.0,1080000.0,-666662122.0,15870.0,48.4,20.93,8.0,40106.0,25027.0,9609.0,1380600.0,-666662220.0,15879.0,49.0,21.03,40943.0,25982.0,9351.0,-665632566.0,5365.0,15886.0,48.8,20.91,41108.0,26452.0,9302.0,1455900.0,6001.0,15889.0,47.9,20.44,41326.0,26639.0,9175.0,1709200.0,6064.0,15892.0,48.1,20.67,Marshall,AL,Alabama,1,3,6,Mixed,"Arab, AL",1456.18349,155.37390699999997,8
1097,14440.0,33660.0,1274350.0,181134.0,102701.0,51610.0,-2662978764.0,-2666641134.0,-2666603429.0,-2666666482.3,-1999999908.96,36.0,181856.0,101890.0,52541.0,-2662982964.0,-2666641182.0,-2666603425.0,-2666666483.0,-1999999910.73,36.0,182684.0,102132.0,51797.0,-1996111198.0,-2666640378.0,-1999934778.0,-1999999812.4,-1999999911.25,36.0,183385.0,101262.0,54767.0,-2662892164.0,-2666640065.0,-1999934757.0,-1999999812.6,-1333333244.4399998,36.0,183879.0,101023.0,55426.0,-2662789264.0,-2666640124.0,-1999934748.0,-1999999810.9,-1333333243.8700001,36.0,184501.0,101133.0,56617.0,-2662514164.0,-2666639670.0,-1999934743.0,-1999999807.9,-1333333245.07,184302.0,100498.0,57617.0,-3995720696.0,-3333305160.0,-2666599390.0,-2666666469.2,-1333333241.1,184942.0,101399.0,58284.0,-3995084696.0,-3999970685.0,-3333268047.0,-3333333139.5,-1333333240.46,185447.0,104119.0,56401.0,-3994715796.0,-3999968995.0,-3333268056.0,-3999999808.9,-2666666577.62,Mobile,AL,Alabama,1,3,6,Mixed,"Mobile, AL",3156.8722239999997,193.750585,38
1099,0.0,0.0,0.0,10706.0,5290.0,2682.0,-666143166.0,-1999996491.0,17841.0,-666666619.7,22.919999999999998,9.0,10682.0,4780.0,3065.0,-666075166.0,-2666663661.0,17851.0,53.8,23.31,9.0,10810.0,4704.0,3031.0,-1332773932.0,-1999996494.0,17845.0,54.0,23.8,9.0,10815.0,4672.0,3033.0,-665997266.0,-1999996198.0,17846.0,54.3,24.69,9.0,10819.0,4948.0,2802.0,-1332723032.0,-2666663361.0,-666650798.0,-666666617.8,-666666644.9499999,9.0,10929.0,5245.0,2517.0,-1999407498.0,-3333330563.0,-666650794.0,-666666618.0,-666666644.2399999,9892.0,5158.0,2011.0,-665765866.0,-3999998110.0,-666650801.0,-666666617.5,-666666643.75,9720.0,5004.0,1996.0,-2666147364.0,-3999997858.0,-666650799.0,-666666619.1,-666666644.15,9612.0,4873.0,2125.0,-1332578032.0,-3999997856.0,-666650796.0,-666666617.8,-666666644.0,Monroe,AL,Alabama,1,3,6,Rural,,2247.4899,16.705422000000002,9
1101,8148.0,33860.0,703200.0,100751.0,51449.0,36142.0,-1998341998.0,-1333320496.0,-666635099.0,-666666570.4000001,-666666625.67,17.0,101133.0,51446.0,36818.0,-1997902998.0,-1999987584.0,-666635102.0,-666666569.4,-666666626.3,17.0,101633.0,51472.0,36410.0,-1997814798.0,-1999987426.0,-666635073.0,-666666568.1,-666666625.53,17.0,101956.0,50953.0,36908.0,-1997591398.0,-1999987080.0,-666637016.0,-666666567.3000001,-666666625.61,17.0,102581.0,50786.0,36979.0,-1997560098.0,-1999986678.0,-666636999.0,-666666568.2,-666666625.3599999,17.0,102874.0,50050.0,37653.0,-1997415098.0,-1999986270.0,-666636986.0,-666666566.6,-666666625.79,103098.0,49543.0,37919.0,-4664238562.0,-3999985028.0,-2666635005.0,-2666666562.1,-2666666620.3,103573.0,50070.0,38059.0,-4664004762.0,-3999983799.0,-2666633059.0,-2666666561.2,-2666666621.04,103880.0,51205.0,37984.0,-4663983762.0,-3999982937.0,-2666633058.0,-2666666562.0,-2666666621.39,Montgomery,AL,Alabama,1,3,6,Mixed,"Montgomery, AL",1654.675089,32.280372,21
1103,2610.0,19460.0,60041.0,49903.0,31171.0,13522.0,921100.0,-666661786.0,17843.0,51.0,22.13,9.0,50023.0,31226.0,13471.0,-665737066.0,-666661636.0,17841.0,51.4,21.89,9.0,50500.0,31560.0,13085.0,1030200.0,-666661740.0,17836.0,51.3,21.29,9.0,50517.0,31639.0,12681.0,1075000.0,-666661628.0,17824.0,51.5,23.23,9.0,50390.0,32073.0,12471.0,1091800.0,-666661225.0,17859.0,52.6,23.53,9.0,50716.0,32436.0,12729.0,1114900.0,-666660729.0,17870.0,53.7,23.21,51419.0,33199.0,13028.0,1226600.0,-666660679.0,17880.0,54.8,23.95,51649.0,33979.0,12811.0,1432100.0,-666660009.0,17889.0,55.2,23.6,51749.0,34116.0,13267.0,1522800.0,-666659877.0,17893.0,54.9,22.18,Morgan,AL,Alabama,1,3,6,Mixed,"Decatur, AL",1368.147768,48.926683,9
1105,0.0,0.0,0.0,4739.0,2414.0,1136.0,186200.0,1840.0,5929.0,16.4,8.05,3.0,4720.0,2441.0,867.0,197600.0,1919.0,5926.0,17.2,8.23,3.0,4750.0,2408.0,757.0,196700.0,1949.0,5924.0,17.9,8.3,3.0,4807.0,2410.0,855.0,196000.0,2102.0,5929.0,17.0,8.030000000000001,3.0,4876.0,2457.0,898.0,198900.0,2003.0,5932.0,16.8,8.370000000000001,3.0,4796.0,2665.0,672.0,206100.0,1793.0,5935.0,16.9,8.49,4014.0,2188.0,796.0,213800.0,2066.0,5938.0,16.6,8.41,3936.0,2198.0,924.0,231900.0,-666665583.0,5952.0,16.7,7.41,3884.0,2211.0,973.0,241800.0,-666665570.0,5954.0,17.5,6.67,Perry,AL,Alabama,1,3,6,Rural,,1480.522561,10.560514,3
1107,0.0,46220.0,0.0,9544.0,5478.0,2120.0,394800.0,2390.0,9883.0,28.5,12.52,5.0,9448.0,5445.0,2019.0,433300.0,-666664943.0,9885.0,29.0,12.5,5.0,9578.0,5581.0,1948.0,439700.0,2177.0,9897.0,29.3,12.370000000000001,5.0,9608.0,5590.0,1884.0,507300.0,-666664767.0,9904.0,29.5,12.61,5.0,9634.0,5749.0,1889.0,507500.0,2534.0,9909.0,29.4,12.07,5.0,9592.0,5823.0,1862.0,546800.0,-666664723.0,9910.0,29.3,11.86,8877.0,5401.0,1683.0,559900.0,3240.0,9903.0,29.8,12.440000000000001,8828.0,5301.0,1865.0,632200.0,3418.0,9907.0,29.900000000000002,12.02,8881.0,5265.0,1737.0,642200.0,-666664368.0,9908.0,29.8,12.05,Pickens,AL,Alabama,1,3,6,Rural,,2373.234108,26.081547999999998,5
1109,0.0,45980.0,88543.0,16067.0,7789.0,5376.0,-666213666.0,-666663557.0,-666656758.0,-666666639.3,-666666654.05,6.0,16174.0,7931.0,5226.0,-666228766.0,-666663619.0,-666656753.0,-666666639.3,-666666654.03,6.0,16624.0,7683.0,5088.0,-666185466.0,-1333330995.0,-666656746.0,-666666638.9,-666666652.9699999,6.0,16639.0,7217.0,4811.0,-666167366.0,-666663709.0,-666656748.0,-666666638.6,-666666651.9799999,6.0,16584.0,7480.0,4507.0,-666175266.0,-666663418.0,-666656738.0,-666666638.9,-666666651.6800001,6.0,16693.0,7627.0,4410.0,-666116266.0,-666663182.0,-666656735.0,-666666638.0,-666666651.35,16364.0,7280.0,4560.0,-666098766.0,-666663112.0,-666656734.0,-666666638.4,-666666651.8299999,16360.0,7687.0,4545.0,-666040766.0,-666662646.0,-666656736.0,-666666638.2,-666666652.91,16389.0,7967.0,4738.0,-666019666.0,-666662736.0,-666656724.0,-666666638.4000001,-666666653.9200001,Pike,AL,Alabama,1,3,6,Mixed,"Troy, AL",1806.550581,2.9997570000000002,6
